ISSN;Estrato
0956-540X;A2
1944-8007;A1
1983-3644;B4
0315-0941;B1
1827-1987;B1
0960-3182;A2
0379-9522;B4
0266-1144;A1
1414-7416;A1
2595-3109;B1
2641-3094;B1
2333-794X;B3
1474-7731;A1
2318-7085;B2
1043-3074;A1
1477-7525;A2
1833-3583;B1
2674-6506;C
1989-2616;A2
1579-1734;C
1519-8502;A2
0121-1617;A1
0018-5043;B1
2473-733X;C
1942-7786;A3
2662-9992;B4
1431-2174;A1
1646-2858;B1
0093-9994;A1
2179-2372;C
2316-1221;C
1098-6324;C
1123-3036;A2
0974-8466;B1
0104-0219;C
2374-4235;A4
0121-750X;B2
2359-1064;B3
0192-303X;B4
2213-4220;A3
1517-3860;B4
0020-5214;B3
2316-3313;B1
2454-9916;C
1836-6554;A4
2456-7655;C
2455-4227;C
2456-0421;C
2221-0997;C
2455-8400;C
2168-9717;C
2574-9862;C
1811-9719;A4
2319-8028;C
2210-7703;A1
2279-0764;A3
2395-5775;C
2581-8341;C
2192-6395;A2
2008-9163;A3
1756-8463;A4
2398-2640;B4
2330-7536;B3
2010-0264;C
2168-4812;B4
1365-8824;A1
2348-0254;C
2322-5939;A2
2372-5079;B3
1745-7300;A3
2350-0557;C
2456-2165;C
2348-7968;C
2454-5031;C
1741-6434;C
1460-8545;A1
2166-5400;B1
2534-9821;B3
1754-890X;B1
2349-4182;C
2141-2456;C
1077-3525;A4
1753-3309;B1
2455-8761;C
2454-9428;C
1814-2060;A4
2307-4531;C
2395-6011;B2
2010-3646;C
2469-5718;B2
2160-9772;B4
2455-7269;B1
2574-9838;B4
1038-2046;A2
2205-3212;C
2250-6543;A3
0257-4306;B3
2223-3032;B1
0718-9575;A4
0971-5010;A4
1679-2009;A4
1022-5439;C
2237-4965;A4
2675-5750;C
2574-3805;A1
0021-5155;A3
1460-7425;A1
2563-6316;C
1121-8428;A2
1523-908X;A1
2005-2901;A4
1942-2466;A1
1471-0358;A2
0146-4760;A1
2322-1984;B1
1053-8127;A4
2365-3159;B2
1873-9601;A3
1556-3707;A1
1052-9284;A3
0973-4082;A3
1819-6608;B1
2338-5502;B3
2307-1885;B2
1823-4690;B1
2325-6206;A4
1687-9813;A3
0731-8898;A4
2152-2219;A4
2311-8741;C
1077-1204;A4
2379-0547;C
1053-0509;B1
1872-5813;B1
1009-637X;A2
2334-2447;B2
1687-8833;B1
2455-2445;B3
0733-9429;A2
2474-3658;C
1016-2364;A3
2032-5355;A4
1747-4248;A1
2228-6721;A3
1545-2476;A3
2688-5662;C
0950-4230;A2
0161-4754;A2
2077-1312;A4
2476-5406;A3
2166-5931;C
0262-821X;A3
2196-5420;A2
0166-1280;A4
1057-9214;A3
1108-7161;B1
2524-4507;A2
2251-659X;B3
2247-8051;A4
1099-1395;B1
1073-0451;A4
2327-5901;C
2376-127X;C
0022-4375;A1
0191-8141;A1
1044-0046;C
1913-9063;A3
2515-2092;B3
1542-4774;A1
1559-0151;A4
1465-3664;B1
2291-3467;B3
1099-3460;A3
0140-7783;A2
1470-2029;A4
2040-2244;A4
0733-9496;A1
2059-4755;B3
2572-9861;B2
0453-3402;B3
1331-1441;A4
2518-6841;B2
1668-5628;A3
2050-9014;A4
0149-0400;A2
0305-7518;B2
2454-1354;C
1539-607X;B1
1354-9839;A2
0542-1535;C
2695-2769;B2
1806-0560;A4
1871-6873;A1
0255-5476;B3
1572-9648;A2
0093-6413;A2
0047-6374;A2
2675-6617;B3
2354-323X;A3
2674-6484;C
1676-8027;B4
1469-8080;A4
2357-0334;B2
0882-7508;A1
2471-139X;C
1471-8286;A1
0302-3052;B4
2448-4148;B3
2014-2862;B1
2595-3982;C
2526-4036;A4
1240-1307;A3
2175-2834;A3
0946-2139;C
2052-2975;B1
0736-2501;A4
0029-5922;B1
1040-7790;A2
1676-1235;C
1676-4285;B1
2641-6794;C
2391-5439;B1
2162-5786;B4
2164-5531;B4
2161-7597;B2
2218-6050;A4
0031-0174;C
1944-9186;A1
2219-5688;A4
1900-0324;B3
1989-4627;B2
1079-7440;B1
1415-4676;B2
1984-5693;C
1777-7852;B2
2359-1870;B1
0553-8467;A4
1982-2928;A2
1474-9092;A4
1465-8011;A4
2157-3999;A2
1934-1482;A3
1659-0201;B1
1405-2768;A4
1505-1773;A4
1759-9962;A1
1368-8790;A2
1939-800X;B2
0277-786X;B2
2509-4246;B2
1066-8527;B1
1477-7606;A4
0103-7307;A1
1645-6084;B4
1984-3054;A1
0306-4530;A1
2666-5352;C
2683-7404;B3
1420-9136;A3
1518-2886;A3
0033-5894;A2
2175-2699;A2
0102-8235;B4
0301-634X;A4
0033-8451;B1
1808-6020;B2
0719-8477;B1
2317-1367;C
1806-4051;B2
2409-5370;B1
1120-7183;B2
2320-0189;B3
1819-3412;A3
2517-7028;C
1465-993X;A2
2425-6870;A1
2525-5843;B2
2594-5637;B4
2605-0714;C
2178-0722;C
2358-5056;B4
2178-8650;B2
0102-5430;B2
1983-8042;B1
0560-4613;B2
1415-8426;B1
2237-3691;B1
1981-4690;B2
2526-2831;B4
2447-7990;A3
1806-2695;A3
2447-5076;B1
2175-0858;B4
0303-7657;B1
2675-5491;B4
1808-5687;B1
2663-3981;B4
0717-3652;B3
2447-2301;C
2358-3134;B4
2675-5122;B3
2595-5055;C
2525-8028;B3
2359-0327;B3
2448-2269;B3
2317-7519;B3
1676-188X;A4
0716-1557;B2
1516-5892;C
1516-7712;A2
2358-4602;B4
2182-2395;C
0034-7752;A3
1983-4772;B4
1980-1793;C
1853-1105;A4
0123-4366;A1
1889-8068;B3
2317-4056;B4
2526-9348;B2
2527-0389;B4
1517-9192;B1
2525-9865;B3
2422-6254;C
2525-2984;C
2177-5850;A3
2595-7090;C
0102-6437;B2
2317-837X;A4
1909-9991;B3
2594-7931;C
0719-0409;B4
0326-6184;B2
0122-9354;B3
1809-6107;B2
1577-9572;B4
2175-1323;B2
2675-3596;C
2594-5718;B4
0103-5827;B4
0104-9496;B1
0100-929X;B2
1980-3109;B3
1980-8860;A4
1806-0013;A3
2236-4269;C
2595-5888;B1
1808-2653;A3
2317-3556;C
1983-4225;B2
2237-3462;A3
2526-4745;B1
2316-6681;B4
1984-0993;C
2446-5682;B2
2176-3860;B4
2179-4510;B4
2594-9616;B4
2238-4502;B3
2179-3948;A2
2182-7044;B3
2448-8151;C
2526-5466;C
1415-0549;A2
1984-1728;C
0102-8413;B1
2526-5814;B4
1809-2586;B3
2594-9632;B2
0556-6630;C
1011-484X;B1
2215-2563;B1
0718-9877;A1
2525-5703;B1
2315-028X;A4
2447-3545;B1
2447-8520;C
1022-6508;A2
1988-4206;B2
2183-6663;B2
1690-8627;C
2358-7490;C
2316-4212;B4
2177-224X;C
2448-2021;C
2238-3212;A1
2527-0184;C
2007-2570;B2
2594-4754;B1
2179-4022;B4
2238-6939;B2
2447-1348;B4
2675-4592;C
2659-7462;C
2175-7429;A4
2176-3216;B1
1677-0609;B1
1659-2735;C
1676-3025;B1
2215-3586;B3
2177-3300;A3
2596-1098;B4
2238-8850;A3
0870-4147;A4
1984-669X;A4
1984-4239;A3
2179-8931;B1
2447-1798;B2
2177-7381;B4
2359-3938;C
0718-7475;A3
1697-2791;B4
1981-4119;B4
2447-7079;B1
2358-2871;B1
1414-4425;B1
1390-5074;B1
1679-169X;B4
2317-2487;C
2317-9430;A3
1981-7428;C
1688-4949;B3
2446-8118;B3
2322-939X;B3
2675-9616;B4
1260-5875;C
2386-3781;C
1679-687X;C
2595-6779;C
2050-313X;B3
1676-8019;B3
1075-5470;A1
2237-8014;C
2318-3039;C
2090-908X;A2
1618-6168;B3
2421-454X;A2
1363-4607;A3
2590-2911;B4
1035-0330;A1
2075-4698;C
1532-2289;B2
0362-2436;A1
2349-9362;C
0305-7267;A1
1755-6341;A4
2663-421X;B4
1984-8773;B3
1939-6368;A3
1939-6376;A3
0040-1951;A1
0280-6495;A2
1981-4682;A3
0259-2339;A4
0101-4838;A3
1983-6597;A3
1012-7089;C
0954-4879;A2
1679-2300;B1
1679-2297;B2
1647-7723;A2
1089-3032;B2
0903-1936;A1
0256-6419;B3
1948-4666;C
0272-684X;B2
2202-4433;A2
1945-2314;A1
1548-5129;B1
1743-9361;A1
1975-8170;B4
0099-5355;A1
1676-7497;C
0033-0124;A2
2500-1809;B1
1529-9430;A2
2237-843X;B1
2525-5096;A3
2183-0940;B4
0882-7524;B1
0972-4761;C
1390-5341;B2
1415-7896;B3
1390-8634;A3
2413-8851;A1
0368-0770;C
1463-5216;A2
0042-4900;A1
2526-0529;B2
1567-7230;A3
1747-6585;A4
2382-624X;A4
1741-7589;A4
0378-4738;B1
0043-1656;B2
1939-005X;A1
2632-2900;C
2333-5998;C
2455-3301;C
2639-541X;C
1137-1102;A4
1060-2011;C
2315-7704;B2
2692-5400;C
1076-6332;A3
1981-867X;C
2161-1653;A1
0001-5792;B3
1128-2460;B2
0300-9009;B1
0001-6322;A1
2051-5960;A1
0001-6349;A2
1755-375X;A2
2211-3835;A1
1748-1708;A1
0001-723X;B3
1179-318X;C
0976-8610;C
2162-2191;C
1544-0737;A1
2328-4854;B3
0065-2598;A4
2043-6262;A2
0065-308X;A1
2373-6402;C
1687-8639;A3
1360-7863;A1
2447-8377;B3
2594-5866;B4
1742-6405;B1
2375-1495;B1
1522-1555;A1
0735-0414;A3
0145-6008;A2
1530-0277;A2
1398-9995;A1
2535-0889;B3
2328-3955;C
2156-6976;A2
0277-3732;B1
1096-8652;A1
0361-8609;A1
0002-9297;A1
1559-8276;B1
1552-4833;B1
0195-6108;A2
0196-0709;B1
2163-5773;C
0193-1849;A1
1040-0605;A1
1522-1563;A1
1600-0897;A3
1046-7408;A3
2525-314X;B4
2379-2922;B2
1447-6959;A4
1935-9772;A1
0969-6970;A1
0940-9602;A2
0090-6964;A2
2637-4927;B4
0971-9784;B2
2328-9503;A2
2234-3806;A3
0364-5134;A1
1569-8041;A1
2373-9312;C
1440-1754;A4
0003-4932;A1
2325-6621;A2
2617-7773;C
2073-4468;B2
2040-2066;B1
1360-8185;A1
2692-5427;C
1432-0711;A2
0932-0067;A2
2578-0239;B4
0103-5355;C
2317-7136;B2
2178-1990;B3
1079-5642;A1
2151-464X;A1
1525-1594;A4
1759-0914;A3
0004-8674;A1
1362-3613;A1
1939-3792;A1
0005-2086;A3
2238-5754;B2
0735-7044;A4
2076-328X;A3
1350-7265;A1
2452-199X;A1
0829-8211;B1
0006-2979;B2
0304-419X;A1
1874-9399;A1
2214-0085;A4
1173-8804;A1
0973-2063;C
1480-9222;A2
2451-9022;A1
1083-8791;A2
0895-3988;A3
1573-6776;A3
2056-4724;A4
1464-4096;A1
1079-9796;A4
0006-4971;A1
0268-960X;A1
1471-2261;A4
1471-2121;A2
1471-230X;B1
1471-2172;B2
1471-2199;B1
1471-244X;A2
1472-6807;B3
1471-2490;A4
0268-3369;A1
0093-934X;A1
2632-1297;B3
1362-301X;A3
1872-6240;A2
1935-861X;A1
2674-8169;B3
1465-542X;A2
1340-6868;A2
1556-8253;A1
0007-0610;B1
1365-2133;A1
1365-2141;A1
2231-0614;B3
0007-1161;A1
2055-6128;C
0001-4079;B3
0042-9686;A1
2594-7621;A4
0104-9119;C
0832-610X;A1
0008-5286;B1
1574-0153;A3
1535-6108;A1
1475-2867;A3
2159-8274;A1
2578-532X;B4
1877-7821;A2
0929-1903;A2
2210-7762;A4
2045-7634;A3
1875-2292;A3
1868-6966;A1
0008-543X;A1
2002-7184;B4
1995-1892;B1
1530-7905;A3
1421-976X;A1
2090-6544;B3
1432-0878;A1
1933-6918;A3
1933-6926;A3
1095-8355;B2
1538-4101;A3
2041-4889;A2
1350-9047;A1
1931-3128;A1
0960-7722;A2
2405-4712;A1
1555-3892;A2
1425-8153;A4
1672-7681;A1
2211-3428;A4
2152-4998;B1
1473-4222;A3
0009-2363;A4
1421-9794;A4
1433-0350;A4
1993-0631;A3
1983-9480;B1
1984-6177;C
0009-7322;A1
1524-4539;A1
1369-7137;A2
1473-0804;A2
1442-6404;A2
0954-7894;A2
1591-8890;A2
0392-856X;A3
1699-048X;A4
1556-6811;A3
2050-0904;B2
1434-6621;A2
1542-3565;A1
0009-9163;A2
1558-7673;A2
1386-0291;A4
1433-6510;B2
2378-3656;C
1539-4182;A1
0301-0430;B2
0362-5664;B2
2352-9393;B1
0905-7161;A1
0009-9228;B1
1475-0961;A4
2093-4327;B1
1080-0549;A1
0149-2918;A2
2210-7401;A4
2688-6731;B4
1172-7047;A1
1092-8529;A3
1354-6805;A4
2373-7484;B4
1755-2540;B1
1744-3881;A3
1053-8100;A1
0277-3740;A2
1040-8401;B3
1040-8428;A1
1040-8444;A2
1982-1166;B2
2168-8184;C
1529-7322;A3
1574-8936;A3
2196-5471;B1
1574-8863;B1
1936-377X;B2
1874-4672;A3
1567-2026;B2
2451-9650;B4
0959-437X;A1
0952-7915;A1
1062-4821;A2
0959-4388;A1
1875-6921;B3
2160-4762;A2
1874-4710;A3
2590-2628;B3
2666-027X;C
2529-797X;B4
1063-5823;A2
0070-217X;A2
0972-4567;B4
2196-3045;B2
1570-1611;A3
1552-4930;A2
2304-6767;B2
1471-8731;B2
0950-1991;A1
0949-944X;A4
1534-5807;A1
1058-8388;A1
8756-5641;A2
0012-1630;A2
1520-7560;A3
1746-1596;A3
0257-2753;A4
1875-8630;A3
1754-8403;A1
0376-8716;A2
1071-7544;A1
1177-8881;A2
0090-9556;A2
1872-3128;B1
1368-7646;A1
0103-4065;C
0179-051X;A1
1517-1949;A3
2324-6200;A4
1414-5057;B2
1647-6735;C
2090-6226;B4
2191-219X;A2
2076-9946;C
1757-4676;A1
1469-221X;A1
1559-0100;A4
2049-3614;A4
1046-3976;A2
0163-769X;A1
1351-0088;A1
2473-0815;C
2373-2822;A4
2379-5832;C
1927-0909;C
1750-1911;A2
2470-9239;B1
1950-6945;B1
2055-5822;A3
2059-7029;A2
1128-6598;B4
1018-8827;A1
2048-8734;A2
1136-4890;B3
0171-9335;A1
1365-2362;A2
0954-3007;A1
0378-7966;A4
0804-4643;A1
1388-9842;A1
0014-2980;A2
0953-6205;A2
2062-8633;C
1351-5101;A1
0930-343X;B2
1746-1391;A1
2397-6764;B4
0938-7994;A1
0302-2838;A1
1077-5552;A1
1936-2293;A3
1792-0981;B3
1341-1357;A3
1535-3699;A3
0014-4835;A2
2162-3619;A3
0190-2148;B1
0014-4886;A1
1469-445X;A3
1742-5255;A1
1354-3784;A1
2167-8707;A3
1465-6566;A3
1473-7159;A1
1476-0584;A1
2451-9685;A1
0014-2956;B3
0928-8244;B3
2045-8118;A2
0015-4725;A3
2469-2794;C
2176-4360;A4
2675-181X;B2
1662-5110;A2
2296-2360;A2
2504-0537;B1
1663-3563;A3
1746-0794;B4
1687-6121;B2
0016-5107;A1
2572-4754;A4
0101-7772;C
2352-3042;A2
0741-0395;A4
1756-994X;A1
1088-9051;A1
2526-7523;B2
2515-5555;B4
2447-2123;B1
0392-0488;B2
0894-1491;A1
2315-5094;B2
1654-9880;A1
1096-6374;B2
1757-4749;A1
1351-8216;A3
1982-5161;B4
2178-7468;C
0017-8748;A2
1355-6037;A1
1083-4389;A2
1109-9666;A3
2572-9241;B3
1658-3876;B1
0363-0269;B3
0270-9139;A1
2471-254X;B2
1386-6346;A3
1889-1837;B3
1098-1063;A2
0018-442X;A2
1663-2818;A2
1093-2607;B3
1097-0193;A1
2054-345X;B3
1479-7364;A4
0001-5652;B3
0964-6906;A1
1059-7794;A2
0268-1161;A1
1959-0318;B2
1837-2104;C
2451-8301;B3
1074-7613;A1
2050-4527;A4
0257-277X;B1
0105-2896;A1
1750-743X;A4
0973-7693;A2
0019-9567;A2
2036-7449;A4
1750-2659;A3
1753-4259;A3
1757-9708;A2
2056-4546;B3
2595-6647;C
2042-8898;A2
1444-0903;B1
0392-9590;A4
1677-6119;A4
0953-8178;A2
2455-815X;B4
1991-8631;C
1687-8787;A3
0020-7136;A1
0976-3198;B3
0974-5793;A4
1940-5901;B4
0142-5463;A3
2333-1135;B4
1687-8736;A3
2383-4366;C
1048-891X;A3
0277-1691;A4
1879-3479;A4
2090-0392;B3
1049-8931;A3
2053-180X;C
1176-9114;A1
2409-515X;B1
1461-1457;A1
2037-0164;B2
1756-1841;B2
2313-3759;C
2572-3162;C
1741-2854;A4
1526-484X;A1
2005-5447;B3
2278-1005;C
1178-6469;A2
2572-7427;C
2304-3075;C
1179-142X;A4
2228-5326;A3
0165-5701;B1
2581-3277;B3
1824-307X;A4
1573-0646;A2
1028-852X;A3
1751-2816;C
1537-6613;A1
1936-878X;A1
2379-5255;B4
2380-6591;A1
0098-7484;A1
2168-6149;A1
2611-9986;B2
2397-9070;B3
0964-2633;A2
2192-8312;A4
1473-2300;B2
2369-3762;B1
2291-5222;B3
1678-4774;B3
2674-7103;C
2572-9411;B4
0008-5030;B2
2051-1426;A1
1091-8531;A4
1525-4135;A2
2156-5333;B1
1941-2711;A2
2090-2212;A4
2273-421X;C
2454-499X;C
1927-7229;C
1460-2091;A1
1087-0547;A1
1852-6233;B4
2191-0286;B1
0021-924X;B1
0393-974X;B1
2231-1874;B2
2296-9845;B2
0250-5991;A3
2575-6303;B4
0884-0431;A1
1738-6756;A4
1837-9664;A4
0973-1482;B2
2578-2967;C
1071-9164;A2
0886-0440;A4
1477-9137;A3
0883-0738;A3
0021-9630;A1
2155-9899;A4
2214-6245;C
2424-810X;B2
0912-0009;A3
0895-4356;A1
0271-9142;A2
1550-9389;A2
1868-6001;A4
1096-9861;A1
2572-1232;C
1010-5182;A2
0883-9441;A3
1873-9946;A1
1569-1993;A1
1551-8949;B2
1056-8727;A4
0022-0426;A4
1720-8386;A2
1923-287X;B4
2161-0525;B2
2309-1185;B4
1340-3516;B1
2375-6829;C
0003-925X;B3
1941-6628;B2
2327-5790;B4
2157-7412;B2
1839-9940;B4
1359-1053;A1
1551-5044;A3
2055-091X;B2
0898-0101;A3
0950-9240;A4
1557-1912;A1
2476-1966;B2
2326-4098;C
2326-4594;C
1476-5535;A2
1876-0341;A3
1476-9255;A4
0141-8955;A2
2182-0287;B4
2058-3702;C
1365-2788;A2
0976-7428;B2
2395-4477;B4
1018-9068;A4
1081-5589;A3
2329-5430;C
1083-3021;A3
2348-9812;B3
2449-1810;C
2617-2496;B4
0022-2593;A1
1754-9477;B2
2161-0703;C
2141-2308;C
0022-2720;A3
1567-2387;A3
0047-259X;A2
0142-4319;B2
1866-1955;A1
1365-2826;A3
0953-8194;A3
0167-7063;B1
2314-7326;B3
0022-3050;A1
0022-3077;A4
1097-4547;A2
0022-3085;A1
2572-3278;C
0301-4800;B1
2090-0708;A3
1341-8076;B1
1687-8469;B3
2090-004X;A4
2029-283X;B3
2365-6891;C
0736-0266;A1
0022-3417;A1
2509-8020;B3
2146-4596;C
0022-3468;A2
1477-5131;A3
2581-7221;C
2229-7723;B2
1816-496X;C
1482-1826;A4
1229-2818;B2
1927-0461;A4
2642-4169;C
2326-0793;B3
2640-9909;C
0022-3999;A2
0315-162X;A2
1058-2746;A1
1759-6831;A1
0735-1097;A1
0002-8614;A1
1046-6673;A1
2472-1972;B1
0027-8874;A1
0929-5305;A4
2314-5056;C
1018-1172;A4
2377-2158;B3
1365-2893;A2
2476-1303;B4
1758-535X;A1
1420-4096;A3
0755-4982;A4
1474-4422;A1
1470-2045;A1
1344-6223;A2
2213-0489;B2
2214-5524;A2
1478-3223;A2
2662-1746;C
2515-1053;C
2318-8111;C
1875-6638;B1
0198-6325;A1
2035-3006;B1
0960-8931;A2
2641-0281;B2
1573-7365;A3
1940-6029;B3
1751-7907;A2
0385-5600;B2
1178-6361;C
2165-0497;A1
1567-7249;A3
2159-256X;B4
1535-9484;A1
0890-8508;B2
2049-9450;B4
0098-2997;A1
1756-6606;A2
1541-7786;A2
2324-9269;B2
2214-4269;B1
1460-2407;A1
1360-9947;A1
1076-1551;A3
1365-2958;A2
2296-9209;C
1613-4133;A1
2329-0501;A2
1525-0016;A1
2330-1619;B2
1933-0219;A1
1828-695X;A4
1352-4585;A1
1097-4598;A3
1464-3804;A2
2471-9838;B3
2631-9268;C
1548-7091;A1
2043-0116;B4
1759-4774;A1
1759-4812;A1
1545-9985;A1
1545-9993;A1
1476-5586;A2
2399-908X;C
1320-5358;B1
2090-5904;A3
0197-4580;A1
1423-0216;B2
2514-4790;B4
2631-4010;B2
2193-8253;B1
0028-3878;A1
2163-0402;B1
1526-632X;A1
1535-1084;A4
0896-6273;A1
2632-2498;C
1522-8517;A1
0165-8107;B2
0919-6544;A4
2075-9479;B3
1423-0224;A4
1382-5585;A4
0893-133X;A1
1673-7067;A3
0148-396X;A1
2689-288X;C
0029-568X;B4
1441-0745;A1
1475-2891;A1
1871-403X;A4
0378-6978;B4
2157-9024;A2
2162-4011;A1
1423-0232;B1
0030-2414;B1
1179-156X;B1
2640-8007;C
0030-3747;A3
0161-6420;A1
1368-8375;A1
1063-4584;A1
0209-4541;B2
0304-3959;A1
2500-980X;C
2405-8521;A4
2047-7732;A4
2090-8091;A3
1545-5009;A2
1545-5017;A2
1399-543X;A1
2397-950X;C
0888-0018;B1
0931-041X;A2
0887-8994;A2
1016-2291;B1
0031-3998;A1
1741-0541;B1
0100-2929;C
1983-4632;A4
2394-0859;C
1744-6872;A3
0031-7012;B1
2471-0377;C
0031-9333;A1
2498-602X;B1
1755-1471;A1
2169-7574;B1
1369-1635;A3
1549-1676;A1
1754-0429;C
0032-2474;A4
0360-2559;A3
1942-7905;A2
1661-8157;A4
2211-3355;A3
1751-9918;A4
0079-6123;B1
1058-9813;B2
1098-8823;A4
1477-5956;A4
1862-8346;A3
0925-4927;A4
0033-2917;A1
1099-1611;A1
1662-4246;A4
2090-1836;A4
2223-4292;A3
0271-5333;A1
1097-0231;A3
2318-0897;B3
1746-0751;A4
1507-1367;B2
1476-3990;B4
2238-1589;C
2253-2447;A4
1750-9467;A3
0157-244X;A1
2213-0071;B2
0303-4240;A1
1982-4823;C
0034-7094;A4
2179-3255;B1
2446-5410;B3
2255-5021;B2
0103-507X;B1
2452-5553;C
0716-4491;C
1980-2463;C
1676-3734;B4
1984-4840;A4
1853-1326;A4
2344-9225;A3
0034-8554;B2
0104-3579;B2
2602-8220;C
1808-270X;A2
2527-2624;A4
2178-7476;C
1984-8153;B3
1980-1378;B2
1647-6700;B2
2077-9445;B1
2595-7597;B3
1437-160X;B1
0036-5513;B2
0300-9742;A3
1674-7305;A1
2470-9468;A1
2535-048X;B4
1044-5323;A1
1863-2297;A1
1073-2322;A1
2525-5398;B4
2182-9640;B2
0364-2348;A4
2472-5552;A4
2352-7218;A1
2573-3672;C
2473-0661;B4
0379-4350;A4
0260-6291;C
0932-0555;B2
2666-1667;C
2639-6866;C
1558-6804;A2
1557-8534;A2
1066-5099;A1
1687-9678;A4
0219-4937;B1
1607-8888;A2
2509-9396;B3
2573-3370;B3
0957-4166;A3
0192-415X;A1
0193-1091;B2
0095-2990;A3
0002-9270;A1
0002-9513;C
0002-953X;A1
1552-4884;C
0003-3219;A2
1178-704X;A3
1055-6656;A4
1752-6981;B2
0197-2243;A1
0391-3988;B1
0393-6155;B1
0882-2786;A2
1053-4628;B1
1552-4604;A2
1550-7408;A4
1099-498X;A3
0163-4453;A1
1476-4954;A4
0022-3166;A1
2163-0755;A1
2352-4642;A1
2468-1253;A1
2352-3018;A1
2542-5196;A3
0025-7125;A1
1083-7159;A2
1874-2165;C
2040-6231;A1
1753-4666;A2
2051-0136;C
2168-4790;A2
0049-3848;A3
2168-8362;A1
1617-9625;A4
1938-9736;A4
0899-3459;A4
0192-6233;B1
1473-0502;B1
0958-7578;A4
1537-2995;A3
2081-6936;B2
1936-5233;A3
2405-8033;A1
1050-1738;A1
0972-8422;C
1471-4906;A1
0166-2236;A1
2578-0271;B2
2616-0692;B3
1596-9827;B1
1832-4274;B1
2456-8058;C
2318-0021;C
2590-1362;B3
0301-1526;A4
0165-2427;A1
2707-7187;C
1674-0769;A4
2347-3584;B2
2376-1318;B3
0083-6729;A4
2054-2690;C
2220-3176;C
2218-4333;C
1948-5204;B1
2150-5330;C
2308-3840;C
1878-8750;A3
0908-665X;A3
1863-2378;A1
2329-7662;A2
1068-6452;C
1091-5397;B1
0392-4203;A3
0103-5037;C
2317-9597;C
0001-6314;A3
1413-7852;B1
1748-1716;A1
2183-5985;B2
0001-6918;A3
2595-7651;C
1527-2648;A2
2687-9689;C
0724-6145;A4
2164-2648;C
0091-3952;C
0741-238X;A2
1090-820X;A1
2326-7283;C
1568-1637;A1
2002-7850;C
1720-8319;A3
2663-8851;B2
1090-7165;A1
2574-0105;C
2375-1576;B4
2372-0301;B4
1078-6791;B1
0893-0341;A3
2352-8737;A2
1758-9193;A1
1175-3277;A2
1938-3207;A1
1062-3264;A2
1062-8606;B1
1948-9919;C
2160-8407;C
1522-1539;A1
1522-1504;A1
1931-857X;A3
1522-1466;A3
1350-6129;A1
1642-5758;A4
2093-3665;B1
2228-7523;B1
0003-3022;A1
1521-3773;A1
0570-0833;A1
0003-4681;B3
2304-1021;A2
2642-9233;B4
1047-2797;A2
1082-720X;B1
0148-7043;A4
0268-7038;A1
2468-0842;A4
1808-5512;C
1090-0586;A4
1573-3270;A4
0929-693X;B2
1643-8698;A3
2300-8822;B2
0887-6177;A1
0883-9417;A1
1434-1816;A2
0212-8799;B2
1677-9487;B2
2178-0595;B4
1678-4170;B2
1983-2451;B1
1807-1325;B1
2449-6170;B2
2326-5205;A1
2212-6287;B1
1743-7555;B1
1008-682X;A1
1876-2018;A2
2177-9333;B3
1420-3030;A2
2471-027X;B4
1036-7314;A1
0045-0421;A2
0004-9573;A3
1872-7484;A3
1677-0471;A2
2051-4190;A2
0300-8428;A1
1984-6061;B1
1753-3740;A2
1208-6002;B1
2168-9652;C
0006-3002;A1
1748-3182;A2
2105-0678;C
1768-322X;A3
1526-4602;A1
1752-0363;B1
1868-503X;A2
2590-0536;B3
1365-2125;A1
0803-7051;A3
1359-5237;A2
1651-1999;A3
1976-6696;A4
1471-2253;B1
1472-6769;B2
1472-6823;B1
1471-2318;A1
1472-6920;A2
1471-2482;A4
0959-8146;A1
0001-3838;B4
0103-8451;C
1421-9743;A2
1931-7565;A1
2198-4018;A1
1015-6305;A1
1750-3639;A1
0007-0912;A1
2049-4645;A3
0007-1250;A1
0007-1269;A1
0007-1323;A1
0264-6196;B1
1110-0842;B4
1677-7840;B4
0828-282X;A2
0830-9000;A3
1555-8576;A3
2326-6066;A1
1179-1322;B1
1349-7006;A2
2378-8763;A1
1475-2840;A1
0920-3206;A2
1573-7241;A2
1755-5914;A3
2090-6455;B2
1687-9627;A4
2090-6749;B3
1522-1946;A4
1934-5909;A1
1466-1268;A3
1570-5870;A4
2300-9705;B4
0251-2920;A1
1664-5456;A4
2011-3080;A2
0254-2129;A2
1364-548X;A1
0379-864X;A2
0009-398X;A2
2470-5470;B3
2230-2026;B4
2317-1499;C
1941-7640;A1
1941-7705;A2
1346-9843;A3
0009-7330;A1
1806-5015;C
0262-0898;A3
1442-9071;A2
0897-3806;A3
1342-1751;A4
2001-1326;A1
1752-8062;A3
0160-9289;A3
1533-0028;A3
1550-0594;B1
0009-921X;A1
2572-7656;C
0269-2155;A1
1861-0684;A1
0278-5919;A2
2624-5175;B1
1755-5949;A2
1543-3633;A4
0885-2014;A3
1559-6095;A4
1808-1851;B3
0300-9629;A1
1878-1659;A1
1755-2559;B1
2040-4603;A1
1645-2089;A3
1747-079X;B1
1415-6954;B1
0976-237X;A4
1983-3482;A4
1555-4309;B1
1517-6096;B2
0010-9452;A1
1466-609X;A1
1530-0293;A1
0893-9675;B3
0718-4123;B1
1138-1728;B1
1523-3790;A2
1874-6098;A3
1875-6646;B1
1522-6417;A2
1198-0052;B1
